Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2021-04-27,Spider-Man,2002,https://boxd.it/1P9LKv,3,,,2021-04-27
2021-06-24,Dunkirk,2017,https://boxd.it/1WIBGh,4,Yes,,2021-06-13
2021-06-24,The Terminal,2004,https://boxd.it/1WNd6f,4,Yes,,2021-06-24
2021-07-25,Bo Burnham: Inside,2021,https://boxd.it/21hekj,5,,,2021-07-25
2022-01-12,The Rescue,2021,https://boxd.it/2t2CXV,5,,,2022-01-11
